ticker,company,sector,industry,country,market_cap,pe,ps,pb,p_free_cash_flow,dividend_yield,performance_half_year,price,evebitda,bb,pe_rank,ps_rank,pb_rank,bby,shy,pfcf_rank,evebitda_rank,rank
KMB,Kimberly-Clark Corporation,Consumer Goods,Personal Products,USA,42616.65,20.35,2.01,8.83,49.32,2.99,16.6,112.54,10.98,0,59.027205276174776,0.0,92.05825776312173,-0.0,2.99,50,50,159.02720527617478
KMI,"Kinder Morgan, Inc.",Basic Materials,Oil & Gas Pipelines,USA,34711.85,29.11,2.47,2.67,0.0,4.86,-2.99,33.77,11.89,0,77.54877713657599,0.0,59.19208573784006,-0.0,4.86,50,50,177.548777136576
KMP,Kinder Morgan Energy Partners LP,Basic Materials,Oil & Gas Pipelines,USA,34997.58,20.39,2.79,2.49,0.0,7.02,-0.04,77.49,11.81,0,59.082165430063206,58.66996427589998,0.0,-0.0,7.02,50,50,217.75212970596317
KMPR,Kemper Corporation,Financial,Property & Casualty Insurance,USA,2162.39,10.4,0.89,1.05,46.4,2.46,7.06,38.99,5.31,32.26161033250893,0.0,0.0,-0.0,2.46,50,50,132.26161033250892
KMR,Kinder Morgan Management LLC,Basic Materials,Oil & Gas Pipelines,USA,9331.01,35.77,21.21,2.38,0.0,7.31,3.05,74.41,0,83.75927452596868,95.7405880736466,0.0,-0.0,7.31,50,50,279.4998625996153
KMT,Kennametal Inc.,Industrial Goods,Machine Tools & Accessories,USA,3625.82,20.87,1.38,1.94,22.14,1.56,4.65,46.13,11.15,0,60.56608958505084,0.0,0.0,-0.0,1.56,50,50,160.56608958505083
KMX,CarMax Inc.,Services,Auto Dealerships,USA,9851.90,20.48,0.78,2.99,0.0,0.0,-8.03,44.44,17.67,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
KN,Knowles Corporation,Technology,Communication Equipment,USA,2608.72,24.74,2.15,1.38,29.18,0.0,0.0,30.68,8.52,0.0,49.766419345974164,0.0,-0.0,0.0,50,50,149.76641934597416
KND,Kindred Healthcare Inc.,Healthcare,Long-Term Care Facilities,USA,1337.73,0.0,0.27,1.18,18.18,1.97,70.53,24.42,9.88,0,0.0,0.0,19.758175322890903,-0.0,1.97,50,50,100.0
KNDI,"Kandi Technologies, Corp",Consumer Goods,Auto Manufacturers - Major,China,477.31,0.0,6.79,4.74,64.5,0.0,55.15,11.9,58.56,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
KNL,Knoll Inc.,Consumer Goods,Business Equipment,USA,886.21,37.31,1.03,3.76,51.83,2.63,8.81,18.28,13.38,0,84.94091783456994,0.0,0.0,-0.0,2.63,50,50,184.94091783456994
KNM,Konami Corp.,Technology,Multimedia & Graphics Software,Japan,3304.24,34.0,1.51,1.42,0.0,1.45,-5.44,22.78,9.33,0,82.5501511404232,0.0,0.0,-0.0,1.45,50,50,182.5501511404232
KNOP,KNOT Offshore Partners LP,Services,Shipping,United Kingdom,488.74,21.66,6.36,1.73,0.0,6.23,20.81,27.94,16.05,0,62.40725474031328,0.0,0.0,-0.0,6.23,50,50,162.40725474031328
KNX,Knight Transportation Inc.,Services,Trucking,USA,1972.97,28.41,2.04,3.55,0.0,0.98,46.73,24.43,9.86,0,76.47705413575157,0.0,0.0,-0.0,0.98,50,50,176.4770541357516
KO,The Coca-Cola Company,Consumer Goods,Beverages - Soft Drinks,USA,179407.85,21.43,3.83,5.41,59.35,3.0,8.76,40.72,14.79,0,0.0,0.0,84.1714756801319,-0.0,3.0,50,50,100.0
KODK,Eastman Kodak Co.,Consumer Goods,Electronic Equipment,USA,1276.77,0.6,0.54,2.03,0.0,0.0,18.99,30.64,6.38,0,24.704589172849683,0.0,0.0,-0.0,0.0,50,50,124.70458917284968
KOF,Coca-Cola FEMSA S.A.B de C.V.,Consumer Goods,Beverages - Soft Drinks,Mexico,7556.34,26.02,0.63,2.65,78.71,0.97,-10.33,111.09,12.12,0,72.79472382522671,0.0,0.0,-0.0,0.97,50,50,172.7947238252267
KOG,Kodiak Oil & Gas Corp.,Basic Materials,Oil & Gas Drilling & Exploration,USA,3639.77,26.29,4.02,3.05,0.0,0.0,6.71,13.67,0,73.23440505633417,69.88183566913987,64.46826051112943,-0.0,0.0,50,50,243.11624072547403
KONG,Kongzhong Corp.,Technology,Multimedia & Graphics Software,China,452.64,23.98,2.61,1.47,15.55,0.0,4.35,10.79,67.985710359989,56.2242374278648,0.0,-0.0,0.0,50,50,224.2099477878538
KOP,Koppers Holdings Inc.,Basic Materials,Specialty Chemicals,USA,919.84,23.31,0.62,5.39,38.98,2.22,7.17,44.98,6.98,0,0.0,0.0,0.0,-0.0,2.22,50,50,100.0
KOPN,Kopin Corp.,Technology,Semiconductor - Broad Line,USA,232.24,0.0,8.97,1.54,0.0,0.0,-13.9,3.53,-3.47,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
KORS,Michael Kors Holdings Ltd.,Services,"Specialty Retail, Other",Hong Kong,18339.42,30.69,6.13,11.26,51.4,0.0,21.0,89.93,17.01,0,79.47238252267105,82.44023083264634,94.55894476504534,-0.0,0.0,50,50,261.9126133553174
KOS,Kosmos Energy Ltd,Basic Materials,Independent Oil & Gas,Bermuda,4263.60,0.0,5.0,4.18,21.31,0.0,3.77,11.0,12.21,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
KPTI,"Karyopharm Therapeutics, Inc.",Healthcare,Drugs - Generic,USA,925.24,0.0,2313.1,3.43,0.0,0.0,0.0,31.09,-25.42,0,0.0,99.72519923055785,0.0,-0.0,0.0,50,50,199.72519923055785
KR,The Kroger Co.,Services,Grocery Stores,USA,22616.89,15.27,0.23,4.19,30.94,1.49,6.65,44.28,7.48,0,43.66584226435834,0.0,0.0,-0.0,1.49,50,50,143.66584226435833
KRA,Kraton Performance Polymers Inc.,Basic Materials,Specialty Chemicals,USA,890.52,0.0,0.69,1.71,46.38,0.0,42.97,27.35,11.0,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
KRC,Kilroy Realty Corp.,Financial,REIT - Office,USA,4823.49,0.0,10.37,2.13,0.0,2.38,14.19,58.73,25.92,0,0.0,90.90409453146468,0.0,-0.0,2.38,50,50,190.9040945314647
KRFT,"Kraft Foods Group, Inc.",Consumer Goods,Food - Major Diversified,USA,33931.45,12.59,1.86,6.53,121.62,3.69,9.32,56.91,7.88,0,0.0,0.0,87.99120637537786,-0.0,3.69,50,50,100.0
KRG,Kite Realty Group Trust,Financial,REIT - Retail,USA,780.58,0.0,6.03,1.04,0.0,4.37,-1.65,5.95,20.12,0,0.0,0.0,0.0,-0.0,4.37,50,50,100.0
KRNY,Kearny Financial Corp.,Financial,Savings & Loans,USA,958.89,103.57,10.6,2.05,36.46,0.0,37.57,14.5,0,95.49326738114867,0.0,0.0,-0.0,0.0,50,50,195.49326738114866
KRO,Kronos Worldwide Inc.,Basic Materials,Specialty Chemicals,USA,1860.87,0.0,1.07,1.99,0.0,3.74,11.99,16.06,-59.54,0,0.0,0.0,0.0,-0.0,3.74,50,50,100.0
KS,KapStone Paper and Packaging Corporation,Consumer Goods,Paper & Paper Products,USA,2475.36,19.56,1.42,3.7,12.26,0.0,12.85,25.82,11.18,0,56.5814784281396,0.0,0.0,-0.0,0.0,50,50,156.5814784281396
KSS,Kohl's Corp.,Services,Department Stores,USA,11316.47,13.4,0.59,1.95,12.05,2.88,3.29,54.26,5.72,0,38.2522671063479,12.943116240725475,0.0,-0.0,2.88,50,50,151.19538334707337
KSU,Kansas City Southern,Services,Railroads,USA,11159.79,31.81,4.71,3.31,0.0,1.11,-10.27,101.14,12.79,0,0.0,0.0,0.0,-0.0,1.11,50,50,100.0
KT,KT Corp.,Technology,Telecom Services - Foreign,South Korea,3766.71,0.0,0.18,0.36,0.0,0.0,-8.04,15.45,4.7,0.0,0.0,4.3418521571860405,-0.0,0.0,50,50,100.0
KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,USA,426.63,0.0,0.45,1.43,90.77,0.0,-10.37,7.43,12.59,0,0.0,0.0,27.72739763671338,-0.0,0.0,50,50,100.0
KVHI,KVH Industries Inc.,Technology,Communication Equipment,USA,213.62,44.7,1.32,1.76,0.0,0.0,-4.89,13.41,15.27,0,88.01868645232207,32.81121187139324,0.0,-0.0,0.0,50,50,220.82989832371533
KW,"Kennedy-Wilson Holdings, Inc.",Financial,Property Management,USA,1984.17,0.0,16.37,2.23,0.0,1.66,16.41,21.64,-250.74,0,0.0,94.50398461115691,49.90381973069525,-0.0,1.66,50,50,194.5039846111569
KWK,Quicksilver Resources Inc.,Basic Materials,Independent Oil & Gas,USA,540.37,3.35,0.96,0.0,0.0,0.0,17.31,3.05,11.89,0,25.364111019510855,0.0,0.0,-0.0,0.0,50,50,125.36411101951086
KWR,Quaker Chemical Corporation,Basic Materials,Specialty Chemicals,USA,1049.14,18.59,1.44,3.09,21.24,1.26,4.86,79.36,11.05,0,53.61363011816434,0.0,0.0,-0.0,1.26,50,50,153.61363011816434
KYE,Kayne Anderson Energy Total Return Fund,Financial,Closed-End Fund - Equity,USA,992.99,5.14,33.21,0.96,0.0,6.94,1.06,27.66,0.0,0,0.0,96.83979115141523,0.0,-0.0,6.94,50,50,196.83979115141523
KYN,Kayne Anderson MLP Investment Company,Financial,Closed-End Fund - Equity,USA,3707.51,4.67,92.69,1.07,0.0,6.77,10.14,36.92,0.0,0,26.215993404781536,98.54355592195658,0.0,-0.0,6.77,50,50,224.75954932673812
KYO,Kyocera Corp.,Technology,Diversified Electronics,Japan,17180.55,18.67,1.22,0.89,64.25,1.58,-11.55,45.55,3.45,0,0.0,0.0,0.0,-0.0,1.58,50,50,100.0
KYTH,"Kythera Biopharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,787.54,0.0,0.0,5.09,0.0,0.0,-19.01,36.01,-11.84,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
L,Loews Corporation,Financial,Property & Casualty Insurance,USA,17021.84,28.91,1.13,0.87,64.72,0.57,-9.23,43.95,5.39,0,77.2190162132454,0.0,0.0,-0.0,0.57,50,50,177.2190162132454
LABL,Multi-Color Corp.,Services,Business Services,USA,604.67,17.81,0.89,2.06,12.7,0.54,9.15,36.87,8.78,0,0.0,0.0,0.0,-0.0,0.54,50,50,100.0
LAD,Lithia Motors Inc.,Services,Auto Dealerships,USA,1775.99,17.0,0.44,3.36,0.0,0.76,-3.42,68.36,12.51,0,0.0,8.683704314372081,0.0,-0.0,0.76,50,50,108.68370431437208
LADR,Ladder Capital Corp,Financial,Savings & Loans,USA,1828.14,8.54,5.07,30.73,0.0,0.0,0.0,18.44,29.48612256114317,77.98845836768344,98.35119538334708,-0.0,0.0,50,50,207.4745809288266
LAMR,Lamar Advertising Co.,Services,Advertising Agencies,USA,4929.78,123.76,3.96,5.28,17.09,0.0,11.21,51.98,12.38,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
LANC,Lancaster Colony Corporation,Consumer Goods,Food - Major Diversified,USA,2598.01,23.39,2.22,4.8,30.35,1.85,15.91,95.2,12.82,0,66.7216268205551,0.0,81.14866721626821,-0.0,1.85,50,50,166.72162682055512
LAYN,Layne Christensen Co.,Industrial Goods,Heavy Construction,USA,355.43,0.0,0.39,1.16,0.0,0.0,-10.34,17.87,-1850.0,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
LAZ,Lazard Ltd.,Financial,Asset Management,USA,5910.95,37.85,2.86,9.96,17.18,2.62,22.89,45.8,0,85.38059906567739,59.2470458917285,93.37730145644407,-0.0,2.62,50,50,244.6276449574059
LB,"L Brands, Inc.",Services,Apparel Stores,USA,15702.90,17.63,1.46,0.0,75.49,2.52,-2.81,53.96,8.93,0,50.83814234679858,0.0,0.0,-0.0,2.52,50,50,150.83814234679858
LBAI,Lakeland Bancorp Inc.,Financial,Regional - Northeast Banks,USA,395.33,14.61,3.46,1.11,0.0,2.74,-6.4,10.96,0,0.0,0.0,0.0,-0.0,2.74,50,50,100.0
LBMH,"Liberator Medical Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,211.58,26.87,3.01,6.95,22.75,2.98,88.32,4.03,15.48,0,74.1962077493817,0.0,89.1453696070349,-0.0,2.98,50,50,174.1962077493817
LBTYA,Liberty Global Inc.,Services,CATV Systems,USA,30550.76,0.0,2.11,1.3,21.07,0.0,0.31,39.4,11.78,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
LBY,Libbey Inc.,Consumer Goods,Housewares & Accessories,USA,582.57,20.93,0.71,4.46,25.0,0.0,29.39,27.21,7.3,0,60.62104973893927,0.0,79.41742236878262,-0.0,0.0,50,50,160.62104973893926
LCI,"Lannett Company, Inc.",Healthcare,Drug Manufacturers - Other,USA,1150.34,59.67,5.98,4.47,0.0,0.0,57.41,32.82,31.13,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
LCUT,"Lifetime Brands, Inc.",Consumer Goods,Housewares & Accessories,USA,240.35,25.34,0.48,1.28,7.93,0.83,14.66,17.99,7.84,0,0.0,0.0,0.0,-0.0,0.83,50,50,100.0
LDL,Lydall Inc.,Consumer Goods,Auto Parts,USA,385.64,20.09,0.97,1.89,23.51,0.0,29.38,22.9,6.85,0,58.39516350645781,0.0,0.0,-0.0,0.0,50,50,158.3951635064578
LDOS,"Leidos Holdings, Inc.",Technology,Information & Delivery Services,USA,2954.06,37.36,0.51,1.87,0.0,3.43,-18.14,37.36,10.57,0,84.96839791151415,0.0,0.0,-0.0,3.43,50,50,184.96839791151416
LDR,Landauer Inc.,Technology,Scientific & Technical Instruments,USA,405.83,151.93,2.68,6.1,94.38,5.17,-14.56,42.54,13.02,0,97.05963176696895,0.0,0.0,-0.0,5.17,50,50,197.05963176696895
LDRH,LDR Holding Corporation,Healthcare,Medical Appliances & Equipment,USA,604.89,0.0,5.42,7.12,0.0,0.0,19.9,25.12,320.78,0,0.0,79.719703215169,89.61253091508657,-0.0,0.0,50,50,179.719703215169
LE,"Lands' End, Inc.",Services,Catalog & Mail Order Houses,USA,834.16,0.0,0.0,1.05,0.0,0.0,0.0,26.1,5.59,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
LEA,Lear Corp.,Consumer Goods,Auto Parts,USA,6706.40,16.6,0.41,2.2,22.27,0.96,12.44,83.0,5.97,0,0.0,0.0,0.0,-0.0,0.96,50,50,100.0
LEAF,"Springleaf Holdings, LLC",Financial,Credit Services,USA,2726.06,0.0,1.28,1.86,10.37,0.0,23.26,23.74,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
LECO,Lincoln Electric Holdings Inc.,Industrial Goods,Small Tools & Accessories,USA,5646.79,19.77,1.98,3.72,26.42,1.31,2.67,69.99,10.57,0,57.26848035174499,0.0,73.26188513327837,-0.0,1.31,50,50,157.26848035174498
LEE,Lee Enterprises Inc.,Services,Publishing - Newspapers,USA,225.28,0.0,0.34,0.0,3.08,0.0,40.8,4.21,6.93,0,0.0,6.237977466336906,0.0,-0.0,0.0,50,50,106.2379774663369
LEG,"Leggett & Platt, Incorporated",Consumer Goods,Home Furnishings & Fixtures,USA,4570.49,25.54,1.22,3.41,21.62,3.64,14.69,32.95,11.38,0,0.0,0.0,0.0,-0.0,3.64,50,50,100.0
LEN,Lennar Corp.,Industrial Goods,Residential Construction,USA,7622.21,17.14,1.21,1.85,0.0,0.42,13.01,38.22,15.78,0,0.0,0.0,0.0,-0.0,0.42,50,50,100.0
LEO,Dreyfus Strategic Municipals Inc.,Financial,Closed-End Fund - Debt,USA,503.46,0.0,12.65,1.01,0.0,7.25,9.12,8.14,0.0,0,0.0,93.15746084089035,0.0,-0.0,7.25,50,50,193.15746084089034
LF,LeapFrog Enterprises Inc.,Consumer Goods,Toys & Games,USA,482.26,5.88,0.87,1.12,10.96,0.0,-21.32,6.94,6.53,0,26.985435559219567,0.0,0.0,-0.0,0.0,50,50,126.98543555921957
LFC,China Life Insurance Co. Ltd.,Financial,Life Insurance,China,69734.79,27.38,1.06,2.1,3.84,1.69,3.3,41.34,14.26,0,75.02061005770815,0.0,0.0,-0.0,1.69,50,50,175.02061005770815
LFL,LAN Airlines S.A.,Services,Regional Airlines,Chile,8444.22,0.0,0.64,1.6,0.0,0.06,0.06,15.41,10.9,0,0.0,0.0,0.0,-0.0,0.06,50,50,100.0
LFUS,Littelfuse Inc.,Services,Electronics Wholesale,USA,2207.56,25.02,2.91,3.2,34.66,0.9,27.08,98.07,12.32,0,70.54135751580104,0.0,0.0,-0.0,0.9,50,50,170.54135751580105
LG,Laclede Group Inc.,Utilities,Gas Utilities,USA,1535.13,19.69,1.3,1.43,0.0,3.76,4.09,46.86,14.19,0,57.04863973619126,0.0,0.0,-0.0,3.76,50,50,157.04863973619126
LGCY,Legacy Reserves Lp,Basic Materials,Oil & Gas Drilling & Exploration,USA,1508.33,0.0,3.11,2.94,14.23,9.01,-2.57,26.2,9.12,0,0.0,0.0,0.0,-0.0,9.01,50,50,100.0
LGF,Lions Gate Entertainment Corp.,Services,"Movie Production, Theaters",Canada,3683.75,14.99,1.37,7.1,18.68,0.75,-25.03,26.69,15.93,0,43.03380049464138,0.0,0.0,-0.0,0.75,50,50,143.03380049464138
LGIH,"LGI Homes, Inc.",Financial,Real Estate Development,USA,331.44,0.0,2.73,2.01,0.0,0.0,0.0,15.95,20.37,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,1321.72,149.14,26.97,26.39,79.14,0.0,30.74,64.13,67.33,0,97.00467161308052,96.31766968947512,98.04891453696071,-0.0,0.0,50,50,293.3223413025556
LGP,Lehigh Gas Partners LP,Basic Materials,Oil & Gas Refining & Marketing,USA,300.03,15.72,0.16,60.07,13.39,7.58,0.82,27.03,14.43,0,44.98488595768068,0.0,99.17559769167353,-0.0,7.58,50,50,144.9848859576807
LH,Laboratory Corp. of America Holdings,Healthcare,Medical Laboratories & Research,USA,8613.38,16.21,1.48,3.52,13.97,0.0,0.18,101.31,9.21,0,46.05660895850509,0.0,0.0,-0.0,0.0,50,50,146.05660895850508
LHCG,"LHC Group, Inc.",Healthcare,Home Health Care,USA,375.45,16.4,0.57,1.24,19.76,0.0,-6.9,21.32,6.92,0,0.0,0.0,0.0,-0.0,0.0,50,50,100.0
LHO,LaSalle Hotel Properties,Financial,REIT - Hotel/Motel,USA,3358.55,44.25,3.44,1.56,0.0,3.47,13.25,32.3,15.99,0,87.82632591371255,0.0,32.01428964001099,-0.0,3.47,50,50,187.82632591371254
LII,"Lennox International, Inc.",Industrial Goods,Diversified Machinery,USA,4387.71,25.08,1.37,9.06,44.77,1.08,22.0,89.29,13.56,0,70.65127782357791,0.0,92.3605386095081,-0.0,1.08,50,50,170.6512778235779
LIN,LIN Media LLC,Services,Broadcasting - TV,USA,1315.75,8.39,2.02,13.97,67.47,0.0,-2.62,23.75,13.65,0,0.0,0.0,95.85050838142347,-0.0,0.0,50,50,100.0
LINE,"Linn Energy, LLC",Basic Materials,Independent Oil & Gas,USA,9617.81,0.0,4.12,1.23,0.0,9.99,14.34,29.02,13.13,0,0.0,0.0,0.0,-0.0,9.99,50,50,100.0
LINTA,"Liberty Interactive, Inc.",Services,Catalog & Mail Order Houses,USA,19070.81,35.57,1.85,2.33,28.17,0.0,13.15,29.52,9.75,0,83.6493542181918,44.10552349546579,0.0,-0.0,0.0,50,50,227.7548777136576
LION,Fidelity Southern Corporation,Financial,Regional - Mid-Atlantic Banks,USA,290.51,10.9,2.98,1.24,0.0,1.17,-4.22,13.62,0,33.30585325638912,0.0,21.929101401483926,-0.0,1.17,50,50,133.30585325638913
LIOX,Lionbridge Technologies Inc.,Services,Business Services,USA,394.12,32.11,0.81,4.39,0.0,0.0,63.54,6.1,12.01,0,80.98378675460292,0.0,78.92278098378675,-0.0,0.0,50,50,180.98378675460293
LITB,"LightInTheBox Holding Co., Ltd.",Services,Catalog & Mail Order Houses,China,289.71,577.0,1.04,3.3,23.55,0.0,-47.31,5.77,-50.76,99.25803792250618,0.0,67.84830997526792,-0.0,0.0,50,50,199.25803792250616
LKFN,Lakeland Financial Corp.,Financial,Regional - Midwest Banks,USA,629.46,16.27,5.84,1.95,0.0,2.0,12.43,38.08,0,0.0,0.0,43.03380049464138,-0.0,2.0,50,50,100.0
LKQ,LKQ Corp.,Consumer Goods,Auto Parts,USA,8262.19,26.84,1.63,3.5,24.47,0.0,-15.28,27.38,15.11,0,74.14124759549327,0.0,0.0,-0.0,0.0,50,50,174.14124759549327
LL,"Lumber Liquidators Holdings, Inc.",Services,Home Improvement Stores,USA,2389.79,31.36,2.39,7.75,97.54,0.0,-19.14,86.87,16.84,0,80.35174498488595,53.28386919483374,0.0,-0.0,0.0,50,50,233.6356141797197
LLL,L-3 Communications Holdings Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,10181.29,13.79,0.81,1.72,11.91,2.04,26.51,117.73,8.6,0,39.43391041494916,0.0,0.0,-0.0,2.04,50,50,139.43391041494917
LLNW,"Limelight Networks, Inc.",Technology,Internet Information Providers,USA,213.25,0.0,1.23,0.89,0.0,0.0,10.66,2.18,-8.64,0,0.0,0.0,9.865347622973344,-0.0,0.0,50,50,100.0
LLTC,Linear Technology Corp.,Technology,Semiconductor - Specialized,USA,10939.61,26.05,8.31,9.74,28.78,2.33,20.04,46.37,15.59,0,72.82220390217093,0.0,93.12998076394614,-0.0,2.33,50,50,172.82220390217094
LLY,Eli Lilly & Co.,Healthcare,Drug Manufacturers - Major,USA,67667.10,14.02,2.93,3.68,26.84,3.24,25.9,60.43,8.89,0,40.0384721077219,0.0,0.0,-0.0,3.24,50,50,140.0384721077219
LM,Legg Mason Inc.,Financial,Asset Management,USA,5438.56,23.06,1.99,1.16,12.29,1.14,29.2,45.66,10.95,0,66.06210497389394,46.7985710359989,0.0,-0.0,1.14,50,50,212.86067600989284
LMCA,Liberty Capital Group,Services,Broadcasting - TV,USA,14262.56,1.72,3.56,1.02,8.49,0.0,-18.31,124.76,16.66,0,24.97938994229184,0.0,0.0,-0.0,0.0,50,50,124.97938994229185
LMNR,Limoneira Company,Consumer Goods,Farm Products,USA,313.74,43.78,3.36,2.94,0.0,0.67,-15.22,22.33,32.58,0,87.63396537510305,0.0,0.0,-0.0,0.67,50,50,187.63396537510306
LMNS,Lumenis Ltd.,Healthcare,Medical Appliances & Equipment,Israel,344.26,19.51,1.3,19.12,10.63,0.0,0.0,9.56,14.52,0,0.0,0.0,97.47183292113219,-0.0,0.0,50,50,100.0
LMNX,Luminex Corporation,Healthcare,Medical Instruments & Supplies,USA,738.15,102.12,3.46,2.64,94.63,0.0,-7.07,17.36,24.28,0,95.41082715031602,0.0,0.0,-0.0,0.0,50,50,195.41082715031604
LMOS,Lumos Networks Corp.,Technology,Diversified Communication Services,USA,279.94,17.76,1.34,3.58,0.0,4.44,-37.79,12.61,6.61,0,0.0,0.0,0.0,-0.0,4.44,50,50,100.0
LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,51163.02,17.75,1.13,10.42,23.58,3.32,27.57,160.25,9.85,0,0.0,0.0,0.0,-0.0,3.32,50,50,100.0
LNC,Lincoln National Corp.,Financial,Life Insurance,USA,12676.06,10.61,1.06,0.94,18.89,1.33,8.49,48.07,6.96,0,0.0,0.0,11.541632316570487,-0.0,1.33,50,50,100.0
LNCE,"Snyder's-Lance, Inc.",Consumer Goods,Processed & Packaged Goods,USA,1923.15,24.51,1.09,2.09,88.22,2.33,-5.12,27.45,12.64,0,0.0,0.0,0.0,-0.0,2.33,50,50,100.0
LNCO,"Linn Co, LLC",Basic Materials,Independent Oil & Gas,USA,3583.86,0.0,0.0,0.49,7167.73,10.4,-3.29,27.89,0,0.0,0.0,0.0,-0.0,10.4,50,50,100.0
LND,Brasilagro Companhia Brasileira de Propriedades Agr,Financial,Property Management,Brazil,228.84,49.13,2.91,0.8,0.0,1.02,-14.57,3.93,-20.92,0,89.55757076119814,0.0,0.0,-0.0,1.02,50,50,189.55757076119812
LNDC,Landec Corp.,Basic Materials,Chemicals - Major Diversified,USA,324.57,17.07,0.7,1.66,0.0,0.0,5.12,12.12,12.84,0,0.0,16.40560593569662,0.0,-0.0,0.0,50,50,116.40560593569663
LNG,"Cheniere Energy, Inc.",Basic Materials,Oil & Gas Pipelines,USA,13162.72,0.0,49.26,68.25,0.0,0.0,44.83,55.28,-96.84,0,0.0,97.88403407529542,99.2855179994504,-0.0,0.0,50,50,197.8840340752954
LNKD,LinkedIn Corporation,Technology,Internet Information Providers,USA,21143.37,797.36,13.83,8.0,151.78,0.0,-26.58,175.42,105.88,0,99.56031876889256,93.70706237977467,91.06897499312998,-0.0,0.0,50,50,293.26738114866725
LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,1137.85,19.03,1.7,2.89,25.69,1.18,23.21,88.48,9.14,0,54.82275350370981,0.0,0.0,-0.0,1.18,50,50,154.8227535037098
LNT,Alliant Energy Corporation,Utilities,Electric Utilities,USA,6404.57,17.55,1.95,1.95,0.0,3.53,17.65,57.73,10.48,0,0.0,45.919208573784005,0.0,-0.0,3.53,50,50,145.919208573784
LO,"Lorillard, Inc.",Consumer Goods,Cigarettes,USA,19765.14,17.2,2.84,0.0,64.38,4.51,18.78,54.52,9.26,0,0.0,0.0,0.0,-0.0,4.51,50,50,100.0
LOCK,"LifeLock, Inc.",Technology,Application Software,USA,1474.92,37.19,3.99,4.82,22.08,0.0,14.38,15.99,44.08,0,84.91343775762572,69.71695520747458,81.23110744710085,-0.0,0.0,50,50,254.6303929651003
LOGI,Logitech International SA,Technology,Computer Peripherals,Switzerland,2613.50,86.06,1.24,3.07,55.14,1.57,62.56,14.63,14.47,0,94.39406430338005,0.0,0.0,-0.0,1.57,50,50,194.39406430338005
LOGM,"LogMeIn, Inc.",Technology,Application Software,USA,1058.33,0.0,6.36,5.95,176.39,0.0,32.62,41.18,54.05,0,0.0,83.56691398735916,86.36988183566913,-0.0,0.0,50,50,183.56691398735916
LONG,eLong Inc.,Technology,Internet Software & Services,China,554.06,0.0,3.59,1.82,26.77,0.0,-26.78,16.49,-10.54,0,0.0,66.74910689749932,0.0,-0.0,0.0,50,50,166.7491068974993
LOPE,"Grand Canyon Education, Inc.",Services,Education & Training Services,USA,2128.17,23.76,3.56,5.96,84.79,0.0,9.95,45.62,11.48,0,67.51854905193736,66.52926628194558,86.42484198955756,-0.0,0.0,50,50,234.04781533388294
LORL,"Loral Space & Communications, Inc.",Technology,Communication Equipment,USA,1515.61,107.26,0.0,10.53,0.0,0.0,6.04,70.79,-160.04,0,95.63066776586975,0.0,94.1192635339379,-0.0,0.0,50,50,195.63066776586976
LOW,Lowe's Companies Inc.,Services,Home Improvement Stores,USA,47678.90,21.87,0.89,4.09,19.56,1.54,-2.72,46.8,9.97,0,0.0,0.0,0.0,-0.0,1.54,50,50,100.0
LPI,"Laredo Petroleum Holdings, Inc.",Basic Materials,Independent Oil & Gas,USA,4190.00,34.31,6.3,3.23,0.0,0.0,-9.1,29.16,8.46,0,82.96235229458642,83.2646331409728,0.0,-0.0,0.0,50,50,266.22698543555924
LPL,"LG Display Co., Ltd.",Technology,Diversified Electronics,South Korea,9992.89,24.03,0.38,1.0,0.0,0.0,21.01,13.94,2.56,0,0.0,7.282220390217092,0.0,-0.0,0.0,50,50,107.28222039021709
LPLA,LPL Investment Holdings Inc.,Financial,Investment Brokerage - National,USA,4885.27,28.42,1.18,4.46,348.95,1.98,24.55,48.6,11.11,0,76.5045342126958,0.0,0.0,-0.0,1.98,50,50,176.5045342126958
